0it [00:00, ?it/s]0it [00:14, ?it/s]
using 0 images for training, 0 images for validation.
[epoch 13, batch 167] loss: 0.688
[epoch 13, batch 168] loss: 0.706
[epoch 13, batch 169] loss: 0.615
[epoch 13, batch 170] loss: 0.746
[epoch 13, batch 171] loss: 0.602
[epoch 13, batch 172] loss: 0.671
[epoch 13, batch 173] loss: 0.636
[epoch 13, batch 174] loss: 0.687
[epoch 13, batch 175] loss: 0.672
[epoch 13, batch 176] loss: 0.711
[epoch 13, batch 177] loss: 0.651
[epoch 13, batch 178] loss: 0.660
[epoch 13, batch 179] loss: 0.639
[epoch 13, batch 180] loss: 0.695
[epoch 13, batch 181] loss: 0.638
[epoch 13, batch 182] loss: 0.637
[epoch 13, batch 183] loss: 0.697
[epoch 13, batch 184] loss: 0.602
[epoch 13, batch 185] loss: 0.661
[epoch 13, batch 186] loss: 0.747
[epoch 13, batch 187] loss: 0.689
[epoch 13, batch 188] loss: 0.696
[epoch 13, batch 189] loss: 0.643
[epoch 13, batch 190] loss: 0.682
[epoch 13, batch 191] loss: 0.662
[epoch 13, batch 192] loss: 0.670
[epoch 13, batch 193] loss: 0.695
[epoch 13, batch 194] loss: 0.661
[epoch 13, batch 195] loss: 0.694
[epoch 13, batch 196] loss: 0.659
[epoch 13, batch 197] loss: 0.705
[epoch 13, batch 198] loss: 0.685
[epoch 13, batch 199] loss: 0.705
[epoch 13, batch 200] loss: 0.673
[epoch 13, batch 201] loss: 0.711
[epoch 13, batch 202] loss: 0.688
[epoch 13, batch 203] loss: 0.677
[epoch 13, batch 204] loss: 0.692
[epoch 13, batch 205] loss: 0.705
[epoch 13, batch 206] loss: 0.663
  0%|     | 0/30 [00:00<?, ?it/s]valid epoch[13/200] loss:0.689 acvalid epoch[13/200] loss:0.661 acvalid epoch[13/200] loss:0.672 acvalid epoch[13/200] loss:0.705 acvalid epoch[13/200] loss:0.685 acvalid epoch[13/200] loss:0.682 acvalid epoch[13/200] loss:0.682 ac
[epoch 13] train_loss: 0.676  val_accuracy: 0.527
[epoch 14, batch 1] loss: 0.681
[epoch 14, batch 2] loss: 0.651
[epoch 14, batch 3] loss: 0.688
[epoch 14, batch 4] loss: 0.651
[epoch 14, batch 5] loss: 0.669
[epoch 14, batch 6] loss: 0.744
[epoch 14, batch 7] loss: 0.676
[epoch 14, batch 8] loss: 0.685
[epoch 14, batch 9] loss: 0.711
[epoch 14, batch 10] loss: 0.704
[epoch 14, batch 11] loss: 0.637
[epoch 14, batch 12] loss: 0.663
[epoch 14, batch 13] loss: 0.675
[epoch 14, batch 14] loss: 0.679
[epoch 14, batch 15] loss: 0.680
[epoch 14, batch 16] loss: 0.683
[epoch 14, batch 17] loss: 0.708
[epoch 14, batch 18] loss: 0.701
[epoch 14, batch 19] loss: 0.715
[epoch 14, batch 20] loss: 0.652
[epoch 14, batch 21] loss: 0.684
[epoch 14, batch 22] loss: 0.703
[epoch 14, batch 23] loss: 0.644
[epoch 14, batch 24] loss: 0.707
[epoch 14, batch 25] loss: 0.668
[epoch 14, batch 26] loss: 0.699
[epoch 14, batch 27] loss: 0.668
[epoch 14, batch 28] loss: 0.690
[epoch 14, batch 29] loss: 0.694
[epoch 14, batch 30] loss: 0.717
[epoch 14, batch 31] loss: 0.667
[epoch 14, batch 32] loss: 0.680
[epoch 14, batch 33] loss: 0.723
[epoch 14, batch 34] loss: 0.672
[epoch 14, batch 35] loss: 0.667
[epoch 14, batch 36] loss: 0.653
[epoch 14, batch 37] loss: 0.717
[epoch 14, batch 38] loss: 0.692
[epoch 14, batch 39] loss: 0.676
[epoch 14, batch 40] loss: 0.652
[epoch 14, batch 41] loss: 0.703
[epoch 14, batch 42] loss: 0.721
[epoch 14, batch 43] loss: 0.663
[epoch 14, batch 44] loss: 0.689
[epoch 14, batch 45] loss: 0.663
[epoch 14, batch 46] loss: 0.676
[epoch 14, batch 47] loss: 0.612
[epoch 14, batch 48] loss: 0.606
[epoch 14, batch 49] loss: 0.717
[epoch 14, batch 50] loss: 0.640
[epoch 14, batch 51] loss: 0.698
[epoch 14, batch 52] loss: 0.652
[epoch 14, batch 53] loss: 0.685
[epoch 14, batch 54] loss: 0.687
[epoch 14, batch 55] loss: 0.659
[epoch 14, batch 56] loss: 0.702
[epoch 14, batch 57] loss: 0.708
[epoch 14, batch 58] loss: 0.658
[epoch 14, batch 59] loss: 0.646
[epoch 14, batch 60] loss: 0.614
[epoch 14, batch 61] loss: 0.678
[epoch 14, batch 62] loss: 0.673
[epoch 14, batch 63] loss: 0.658
[epoch 14, batch 64] loss: 0.618
[epoch 14, batch 65] loss: 0.689
[epoch 14, batch 66] loss: 0.684
[epoch 14, batch 67] loss: 0.640
[epoch 14, batch 68] loss: 0.699
[epoch 14, batch 69] loss: 0.618
[epoch 14, batch 70] loss: 0.694
[epoch 14, batch 71] loss: 0.637
[epoch 14, batch 72] loss: 0.676
[epoch 14, batch 73] loss: 0.667
[epoch 14, batch 74] loss: 0.706
[epoch 14, batch 75] loss: 0.667
[epoch 14, batch 76] loss: 0.697
[epoch 14, batch 77] loss: 0.689
[epoch 14, batch 78] loss: 0.659
[epoch 14, batch 79] loss: 0.624
[epoch 14, batch 80] loss: 0.642
[epoch 14, batch 81] loss: 0.652
[epoch 14, batch 82] loss: 0.584
[epoch 14, batch 83] loss: 0.685
[epoch 14, batch 84] loss: 0.704
[epoch 14, batch 85] loss: 0.631
[epoch 14, batch 86] loss: 0.645
[epoch 14, batch 87] loss: 0.680
[epoch 14, batch 88] loss: 0.684
[epoch 14, batch 89] loss: 0.720
[epoch 14, batch 90] loss: 0.623
[epoch 14, batch 91] loss: 0.624
[epoch 14, batch 92] loss: 0.652
[epoch 14, batch 93] loss: 0.723
[epoch 14, batch 94] loss: 0.732
[epoch 14, batch 95] loss: 0.581
[epoch 14, batch 96] loss: 0.669
[epoch 14, batch 97] loss: 0.755
[epoch 14, batch 98] loss: 0.623
[epoch 14, batch 99] loss: 0.684
[epoch 14, batch 100] loss: 0.616
[epoch 14, batch 101] loss: 0.660
[epoch 14, batch 102] loss: 0.692
[epoch 14, batch 103] loss: 0.706
[epoch 14, batch 104] loss: 0.683
[epoch 14, batch 105] loss: 0.691
[epoch 14, batch 106] loss: 0.677
[epoch 14, batch 107] loss: 0.666
[epoch 14, batch 108] loss: 0.669
[epoch 14, batch 109] loss: 0.689
[epoch 14, batch 110] loss: 0.654
[epoch 14, batch 111] loss: 0.697
[epoch 14, batch 112] loss: 0.650
[epoch 14, batch 113] loss: 0.643
[epoch 14, batch 114] loss: 0.650
[epoch 14, batch 115] loss: 0.719
[epoch 14, batch 116] loss: 0.705
[epoch 14, batch 117] loss: 0.661
[epoch 14, batch 118] loss: 0.634
[epoch 14, batch 119] loss: 0.694
[epoch 14, batch 120] loss: 0.695
[epoch 14, batch 121] loss: 0.761
[epoch 14, batch 122] loss: 0.686
[epoch 14, batch 123] loss: 0.674
[epoch 14, batch 124] loss: 0.690
[epoch 14, batch 125] loss: 0.749
[epoch 14, batch 126] loss: 0.680
[epoch 14, batch 127] loss: 0.660
[epoch 14, batch 128] loss: 0.665
[epoch 14, batch 129] loss: 0.647
[epoch 14, batch 130] loss: 0.665
[epoch 14, batch 131] loss: 0.652
[epoch 14, batch 132] loss: 0.672
[epoch 14, batch 133] loss: 0.704
[epoch 14, batch 134] loss: 0.643
[epoch 14, batch 135] loss: 0.655
[epoch 14, batch 136] loss: 0.601
[epoch 14, batch 137] loss: 0.750
[epoch 14, batch 138] loss: 0.670
[epoch 14, batch 139] loss: 0.707
[epoch 14, batch 140] loss: 0.677
[epoch 14, batch 141] loss: 0.687
[epoch 14, batch 142] loss: 0.573
[epoch 14, batch 143] loss: 0.720
[epoch 14, batch 144] loss: 0.740
[epoch 14, batch 145] loss: 0.674
[epoch 14, batch 146] loss: 0.706
[epoch 14, batch 147] loss: 0.691
[epoch 14, batch 148] loss: 0.704
[epoch 14, batch 149] loss: 0.673
[epoch 14, batch 150] loss: 0.681
[epoch 14, batch 151] loss: 0.660
[epoch 14, batch 152] loss: 0.690
[epoch 14, batch 153] loss: 0.665
[epoch 14, batch 154] loss: 0.699
[epoch 14, batch 155] loss: 0.657
[epoch 14, batch 156] loss: 0.682
[epoch 14, batch 157] loss: 0.685
[epoch 14, batch 158] loss: 0.720
[epoch 14, batch 159] loss: 0.673
[epoch 14, batch 160] loss: 0.653
[epoch 14, batch 161] loss: 0.691
[epoch 14, batch 162] loss: 0.680
[epoch 14, batch 163] loss: 0.704
[epoch 14, batch 164] loss: 0.688
[epoch 14, batch 165] loss: 0.636
[epoch 14, batch 166] loss: 0.724
[epoch 14, batch 167] loss: 0.697
[epoch 14, batch 168] loss: 0.699
[epoch 14, batch 169] loss: 0.635
[epoch 14, batch 170] loss: 0.744
[epoch 14, batch 171] loss: 0.630
[epoch 14, batch 172] loss: 0.677
[epoch 14, batch 173] loss: 0.659
[epoch 14, batch 174] loss: 0.680
[epoch 14, batch 175] loss: 0.674
[epoch 14, batch 176] loss: 0.706
[epoch 14, batch 177] loss: 0.665
[epoch 14, batch 178] loss: 0.662
[epoch 14, batch 179] loss: 0.651
[epoch 14, batch 180] loss: 0.702
[epoch 14, batch 181] loss: 0.656
[epoch 14, batch 182] loss: 0.646
[epoch 14, batch 183] loss: 0.706
[epoch 14, batch 184] loss: 0.608
[epoch 14, batch 185] loss: 0.671
[epoch 14, batch 186] loss: 0.731
[epoch 14, batch 187] loss: 0.683
[epoch 14, batch 188] loss: 0.691
[epoch 14, batch 189] loss: 0.673
[epoch 14, batch 190] loss: 0.681
[epoch 14, batch 191] loss: 0.666
[epoch 14, batch 192] loss: 0.669
[epoch 14, batch 193] loss: 0.691
[epoch 14, batch 194] loss: 0.667
[epoch 14, batch 195] loss: 0.716
[epoch 14, batch 196] loss: 0.663
[epoch 14, batch 197] loss: 0.700
[epoch 14, batch 198] loss: 0.684
[epoch 14, batch 199] loss: 0.704
[epoch 14, batch 200] loss: 0.667
[epoch 14, batch 201] loss: 0.710
[epoch 14, batch 202] loss: 0.681
[epoch 14, batch 203] loss: 0.679
[epoch 14, batch 204] loss: 0.705
[epoch 14, batch 205] loss: 0.700
[epoch 14, batch 206] loss: 0.657
  0%|     | 0/30 [00:00<?, ?it/s]valid epoch[14/200] loss:0.686 acvalid epoch[14/200] loss:0.668 acvalid epoch[14/200] loss:0.701 acvalid epoch[14/200] loss:0.655 acvalid epoch[14/200] loss:0.722 acvalid epoch[14/200] loss:0.741 acvalid epoch[14/200] loss:0.677 ac
[epoch 14] train_loss: 0.677  val_accuracy: 0.534
[epoch 1, batch 1] loss: 0.756
[epoch 1, batch 2] loss: 1.106
[epoch 1, batch 3] loss: 1.047
[epoch 1, batch 4] loss: 0.971
[epoch 1, batch 5] loss: 0.870
[epoch 1, batch 6] loss: 1.524
[epoch 1, batch 7] loss: 1.326
[epoch 1, batch 8] loss: 0.732
[epoch 1, batch 9] loss: 0.765
[epoch 1, batch 10] loss: 0.852
[epoch 1, batch 11] loss: 0.719
[epoch 1, batch 12] loss: 0.711
[epoch 1, batch 13] loss: 0.716
[epoch 1, batch 14] loss: 0.708
[epoch 1, batch 15] loss: 0.694
[epoch 1, batch 16] loss: 0.650
[epoch 1, batch 17] loss: 0.776
[epoch 1, batch 18] loss: 0.678
[epoch 1, batch 19] loss: 0.883
[epoch 1, batch 20] loss: 0.673
[epoch 1, batch 21] loss: 0.712
[epoch 1, batch 22] loss: 0.747
[epoch 1, batch 23] loss: 0.667
[epoch 1, batch 24] loss: 0.713
[epoch 1, batch 25] loss: 0.645
[epoch 1, batch 26] loss: 0.725
[epoch 1, batch 27] loss: 0.780
[epoch 1, batch 28] loss: 0.738
[epoch 1, batch 29] loss: 0.741
[epoch 1, batch 30] loss: 0.714
[epoch 1, batch 31] loss: 0.746
[epoch 1, batch 32] loss: 0.713
[epoch 1, batch 33] loss: 0.730
[epoch 1, batch 34] loss: 0.681
[epoch 1, batch 35] loss: 0.682
[epoch 1, batch 36] loss: 0.684
[epoch 1, batch 37] loss: 0.702
[epoch 1, batch 38] loss: 0.681
[epoch 1, batch 39] loss: 0.707
[epoch 1, batch 40] loss: 0.704
[epoch 1, batch 41] loss: 0.714
[epoch 1, batch 42] loss: 0.730
[epoch 1, batch 43] loss: 0.650
[epoch 1, batch 44] loss: 0.661
[epoch 1, batch 45] loss: 0.660
[epoch 1, batch 46] loss: 0.703
[epoch 1, batch 47] loss: 0.681
[epoch 1, batch 48] loss: 0.740
[epoch 1, batch 49] loss: 0.717
[epoch 1, batch 50] loss: 0.709
[epoch 1, batch 51] loss: 0.687
[epoch 1, batch 52] loss: 0.708
[epoch 1, batch 53] loss: 0.711
[epoch 1, batch 54] loss: 0.704
[epoch 1, batch 55] loss: 0.720
[epoch 1, batch 56] loss: 0.678
[epoch 1, batch 57] loss: 0.708
[epoch 1, batch 58] loss: 0.687
[epoch 1, batch 59] loss: 0.684
[epoch 1, batch 60] loss: 0.683
[epoch 1, batch 61] loss: 0.693
[epoch 1, batch 62] loss: 0.692
[epoch 1, batch 63] loss: 0.702
[epoch 1, batch 64] loss: 0.684
[epoch 1, batch 65] loss: 0.712
[epoch 1, batch 66] loss: 0.678
[epoch 1, batch 67] loss: 0.659
[epoch 1, batch 68] loss: 0.718
[epoch 1, batch 69] loss: 0.701
[epoch 1, batch 70] loss: 0.708
[epoch 1, batch 71] loss: 0.617
[epoch 1, batch 72] loss: 0.676
[epoch 1, batch 73] loss: 0.704
[epoch 1, batch 74] loss: 0.683
[epoch 1, batch 75] loss: 0.666
[epoch 1, batch 76] loss: 0.705
[epoch 1, batch 77] loss: 0.721
[epoch 1, batch 78] loss: 0.645
[epoch 1, batch 79] loss: 0.753
[epoch 1, batch 80] loss: 0.702
[epoch 1, batch 81] loss: 0.656
[epoch 1, batch 82] loss: 0.679
[epoch 1, batch 83] loss: 0.721
[epoch 1, batch 84] loss: 0.662
[epoch 1, batch 85] loss: 0.672
[epoch 1, batch 86] loss: 0.735
[epoch 1, batch 87] loss: 0.699
[epoch 1, batch 88] loss: 0.713
[epoch 1, batch 89] loss: 0.644
[epoch 1, batch 90] loss: 0.767
[epoch 1, batch 91] loss: 0.641
[epoch 1, batch 92] loss: 0.722
[epoch 1, batch 93] loss: 0.688
[epoch 1, batch 94] loss: 0.669
[epoch 1, batch 95] loss: 0.684
[epoch 1, batch 96] loss: 0.677
[epoch 1, batch 97] loss: 0.690
[epoch 1, batch 98] loss: 0.697
[epoch 1, batch 99] loss: 0.684
[epoch 1, batch 100] loss: 0.685
[epoch 1, batch 101] loss: 0.675
[epoch 1, batch 102] loss: 0.711
[epoch 1, batch 103] loss: 0.682
[epoch 1, batch 104] loss: 0.678
[epoch 1, batch 105] loss: 0.706
[epoch 1, batch 106] loss: 0.772
[epoch 1, batch 107] loss: 0.770
[epoch 1, batch 108] loss: 0.717
[epoch 1, batch 109] loss: 0.718
[epoch 1, batch 110] loss: 0.720
[epoch 1, batch 111] loss: 0.723
[epoch 1, batch 112] loss: 0.707
[epoch 1, batch 113] loss: 0.652
[epoch 1, batch 114] loss: 0.707
[epoch 1, batch 115] loss: 0.797
[epoch 1, batch 116] loss: 0.757
[epoch 1, batch 117] loss: 0.763
[epoch 1, batch 118] loss: 0.657
[epoch 1, batch 119] loss: 0.704
[epoch 1, batch 120] loss: 0.720
[epoch 1, batch 121] loss: 0.721
[epoch 1, batch 122] loss: 0.642
[epoch 1, batch 123] loss: 0.748
[epoch 1, batch 124] loss: 0.789
[epoch 1, batch 125] loss: 0.664
[epoch 1, batch 126] loss: 0.660
[epoch 1, batch 127] loss: 0.679
[epoch 1, batch 128] loss: 0.684
[epoch 1, batch 129] loss: 0.703
[epoch 1, batch 130] loss: 0.697
[epoch 1, batch 131] loss: 0.666
[epoch 1, batch 132] loss: 0.690
[epoch 1, batch 133] loss: 0.684
[epoch 1, batch 134] loss: 0.677
[epoch 1, batch 135] loss: 0.696
[epoch 1, batch 136] loss: 0.677
[epoch 1, batch 137] loss: 0.700
[epoch 1, batch 138] loss: 0.694
[epoch 1, batch 139] loss: 0.694
[epoch 1, batch 140] loss: 0.695
[epoch 1, batch 141] loss: 0.674
[epoch 1, batch 142] loss: 0.658
[epoch 1, batch 143] loss: 0.718
[epoch 1, batch 144] loss: 0.721
[epoch 1, batch 145] loss: 0.710
[epoch 1, batch 146] loss: 0.683
[epoch 1, batch 147] loss: 0.689
[epoch 1, batch 148] loss: 0.714
[epoch 1, batch 149] loss: 0.715
[epoch 1, batch 150] loss: 0.698
[epoch 1, batch 151] loss: 0.708
[epoch 1, batch 152] loss: 0.705
[epoch 1, batch 153] loss: 0.716
[epoch 1, batch 154] loss: 0.640
[epoch 1, batch 155] loss: 0.713
[epoch 1, batch 156] loss: 0.753
[epoch 1, batch 157] loss: 0.722
[epoch 1, batch 158] loss: 0.646
[epoch 1, batch 159] loss: 0.800
[epoch 1, batch 160] loss: 0.683
[epoch 1, batch 161] loss: 0.696
[epoch 1, batch 162] loss: 0.742
[epoch 1, batch 163] loss: 0.709
[epoch 1, batch 164] loss: 0.690
[epoch 1, batch 165] loss: 0.672
[epoch 1, batch 166] loss: 0.664
[epoch 1, batch 167] loss: 0.703
[epoch 1, batch 168] loss: 0.750
[epoch 1, batch 169] loss: 0.724
[epoch 1, batch 170] loss: 0.684
[epoch 1, batch 171] loss: 0.710
[epoch 1, batch 172] loss: 0.696
[epoch 1, batch 173] loss: 0.686
[epoch 1, batch 174] loss: 0.668
[epoch 1, batch 175] loss: 0.657
[epoch 1, batch 176] loss: 0.707
[epoch 1, batch 177] loss: 0.686
[epoch 1, batch 178] loss: 0.726
[epoch 1, batch 179] loss: 0.702
[epoch 1, batch 180] loss: 0.809
[epoch 1, batch 181] loss: 0.671
[epoch 1, batch 182] loss: 0.732
[epoch 1, batch 183] loss: 0.696
[epoch 1, batch 184] loss: 0.670
[epoch 1, batch 185] loss: 0.699
[epoch 1, batch 186] loss: 0.688
[epoch 1, batch 187] loss: 0.678
[epoch 1, batch 188] loss: 0.723
[epoch 1, batch 189] loss: 0.759
[epoch 1, batch 190] loss: 0.736
[epoch 1, batch 191] loss: 0.710
[epoch 1, batch 192] loss: 0.664
[epoch 1, batch 193] loss: 0.697
[epoch 1, batch 194] loss: 0.700
[epoch 1, batch 195] loss: 0.706
[epoch 1, batch 196] loss: 0.775
[epoch 1, batch 197] loss: 0.749
[epoch 1, batch 198] loss: 0.734
[epoch 1, batch 199] loss: 0.783
[epoch 1, batch 200] loss: 0.743
[epoch 1, batch 201] loss: 0.720
[epoch 1, batch 202] loss: 0.701
[epoch 1, batch 203] loss: 0.677
[epoch 1, batch 204] loss: 0.680
[epoch 1, batch 205] loss: 0.747
[epoch 1, batch 206] loss: 0.797
  0%|                     | 0/30 [00:00<?, ?it/s]valid epoch[1/200] loss:0.694 acc:16.000:   3%| |valid epoch[1/200] loss:0.691 acc:32.000:   7%| |valid epoch[1/200] loss:0.701 acc:102.000:  20%|2valid epoch[1/200] loss:0.692 acc:203.000:  40%|4valid epoch[1/200] loss:0.739 acc:311.000:  60%|6valid epoch[1/200] loss:0.726 acc:436.000:  83%|8valid epoch[1/200] loss:0.689 acc:516.000: 100%|#
[epoch 1] train_loss: 0.718  val_accuracy: 0.545
[epoch 2, batch 1] loss: 0.735
[epoch 2, batch 2] loss: 0.672
[epoch 2, batch 3] loss: 0.753
[epoch 2, batch 4] loss: 0.693
[epoch 2, batch 5] loss: 0.699
[epoch 2, batch 6] loss: 0.729
[epoch 2, batch 7] loss: 0.714
[epoch 2, batch 8] loss: 0.670
[epoch 2, batch 9] loss: 0.706
[epoch 2, batch 10] loss: 0.721
[epoch 2, batch 11] loss: 0.651
[epoch 2, batch 12] loss: 0.678
[epoch 2, batch 13] loss: 0.725
[epoch 2, batch 14] loss: 0.674
[epoch 2, batch 15] loss: 0.664
[epoch 2, batch 16] loss: 0.664
[epoch 2, batch 17] loss: 0.689
[epoch 2, batch 18] loss: 0.725
[epoch 2, batch 19] loss: 0.695
[epoch 2, batch 20] loss: 0.692
[epoch 2, batch 21] loss: 0.720
[epoch 2, batch 22] loss: 0.728
[epoch 2, batch 23] loss: 0.686
[epoch 2, batch 24] loss: 0.696
[epoch 2, batch 25] loss: 0.708
[epoch 2, batch 26] loss: 0.693
[epoch 2, batch 27] loss: 0.691
[epoch 2, batch 28] loss: 0.692
[epoch 2, batch 29] loss: 0.696
[epoch 2, batch 30] loss: 0.695
[epoch 2, batch 31] loss: 0.698
[epoch 2, batch 32] loss: 0.694
[epoch 2, batch 33] loss: 0.688
[epoch 2, batch 34] loss: 0.684
[epoch 2, batch 35] loss: 0.684
[epoch 2, batch 36] loss: 0.692
[epoch 2, batch 37] loss: 0.698
[epoch 2, batch 38] loss: 0.692
[epoch 2, batch 39] loss: 0.695
[epoch 2, batch 40] loss: 0.696
[epoch 2, batch 41] loss: 0.685
[epoch 2, batch 42] loss: 0.703
[epoch 2, batch 43] loss: 0.642
[epoch 2, batch 44] loss: 0.655
[epoch 2, batch 45] loss: 0.667
[epoch 2, batch 46] loss: 0.699
[epoch 2, batch 47] loss: 0.671
[epoch 2, batch 48] loss: 0.733
[epoch 2, batch 49] loss: 0.714
[epoch 2, batch 50] loss: 0.707
[epoch 2, batch 51] loss: 0.680
[epoch 2, batch 52] loss: 0.683
[epoch 2, batch 53] loss: 0.688
[epoch 2, batch 54] loss: 0.693
[epoch 2, batch 55] loss: 0.711
[epoch 2, batch 56] loss: 0.674
[epoch 2, batch 57] loss: 0.688
[epoch 2, batch 58] loss: 0.727
[epoch 2, batch 59] loss: 0.670
[epoch 2, batch 60] loss: 0.678
[epoch 2, batch 61] loss: 0.703
[epoch 2, batch 62] loss: 0.709
[epoch 2, batch 63] loss: 0.695
[epoch 2, batch 64] loss: 0.658
[epoch 2, batch 65] loss: 0.720
[epoch 2, batch 66] loss: 0.708
[epoch 2, batch 67] loss: 0.697
[epoch 2, batch 68] loss: 0.712
[epoch 2, batch 69] loss: 0.706
[epoch 2, batch 70] loss: 0.700
[epoch 2, batch 71] loss: 0.626
[epoch 2, batch 72] loss: 0.671
[epoch 2, batch 73] loss: 0.685
[epoch 2, batch 74] loss: 0.680
[epoch 2, batch 75] loss: 0.668
[epoch 2, batch 76] loss: 0.720
[epoch 2, batch 77] loss: 0.681
[epoch 2, batch 78] loss: 0.650
[epoch 2, batch 79] loss: 0.806
[epoch 2, batch 80] loss: 0.756
[epoch 2, batch 81] loss: 0.638
[epoch 2, batch 82] loss: 0.646
[epoch 2, batch 83] loss: 0.788
[epoch 2, batch 84] loss: 0.702
[epoch 2, batch 85] loss: 0.694
[epoch 2, batch 86] loss: 0.701
[epoch 2, batch 87] loss: 0.676
[epoch 2, batch 88] loss: 0.693
[epoch 2, batch 89] loss: 0.646
[epoch 2, batch 90] loss: 0.763
[epoch 2, batch 91] loss: 0.649
[epoch 2, batch 92] loss: 0.754
[epoch 2, batch 93] loss: 0.674
[epoch 2, batch 94] loss: 0.656
[epoch 2, batch 95] loss: 0.692
[epoch 2, batch 96] loss: 0.709
[epoch 2, batch 97] loss: 0.753
[epoch 2, batch 98] loss: 0.674
[epoch 2, batch 99] loss: 0.685
[epoch 2, batch 100] loss: 0.700
[epoch 2, batch 101] loss: 0.709
[epoch 2, batch 102] loss: 0.708
[epoch 2, batch 103] loss: 0.739
[epoch 2, batch 104] loss: 0.710
[epoch 2, batch 105] loss: 0.701
[epoch 2, batch 106] loss: 0.695
[epoch 2, batch 107] loss: 0.682
[epoch 2, batch 108] loss: 0.703
[epoch 2, batch 109] loss: 0.701
[epoch 2, batch 110] loss: 0.686
[epoch 2, batch 111] loss: 0.696
[epoch 2, batch 112] loss: 0.705
[epoch 2, batch 113] loss: 0.691
[epoch 2, batch 114] loss: 0.685
[epoch 2, batch 115] loss: 0.702
[epoch 2, batch 116] loss: 0.670
[epoch 2, batch 117] loss: 0.710
[epoch 2, batch 118] loss: 0.695
[epoch 2, batch 119] loss: 0.696
[epoch 2, batch 120] loss: 0.700
[epoch 2, batch 121] loss: 0.706
[epoch 2, batch 122] loss: 0.681
[epoch 2, batch 123] loss: 0.699
[epoch 2, batch 124] loss: 0.715
[epoch 2, batch 125] loss: 0.674
[epoch 2, batch 126] loss: 0.673
[epoch 2, batch 127] loss: 0.667
[epoch 2, batch 128] loss: 0.698
[epoch 2, batch 129] loss: 0.667
[epoch 2, batch 130] loss: 0.670
[epoch 2, batch 131] loss: 0.641
[epoch 2, batch 132] loss: 0.707
[epoch 2, batch 133] loss: 0.670
[epoch 2, batch 134] loss: 0.686
[epoch 2, batch 135] loss: 0.685
[epoch 2, batch 136] loss: 0.663
[epoch 2, batch 137] loss: 0.696
[epoch 2, batch 138] loss: 0.680
[epoch 2, batch 139] loss: 0.709
[epoch 2, batch 140] loss: 0.731
[epoch 2, batch 141] loss: 0.673
[epoch 2, batch 142] loss: 0.667
[epoch 2, batch 143] loss: 0.714
[epoch 2, batch 144] loss: 0.708
[epoch 2, batch 145] loss: 0.713
[epoch 2, batch 146] loss: 0.665
[epoch 2, batch 147] loss: 0.706
[epoch 2, batch 148] loss: 0.671
[epoch 2, batch 149] loss: 0.700
[epoch 2, batch 150] loss: 0.686
[epoch 2, batch 151] loss: 0.701
[epoch 2, batch 152] loss: 0.675
[epoch 2, batch 153] loss: 0.700
[epoch 2, batch 154] loss: 0.676
[epoch 2, batch 155] loss: 0.693
[epoch 2, batch 156] loss: 0.720
[epoch 2, batch 157] loss: 0.694
[epoch 2, batch 158] loss: 0.657
[epoch 2, batch 159] loss: 0.763
[epoch 2, batch 160] loss: 0.671
[epoch 2, batch 161] loss: 0.694
[epoch 2, batch 162] loss: 0.691
[epoch 2, batch 163] loss: 0.697
[epoch 2, batch 164] loss: 0.684
[epoch 2, batch 165] loss: 0.699
[epoch 2, batch 166] loss: 0.655
[epoch 2, batch 167] loss: 0.690
[epoch 2, batch 168] loss: 0.732
[epoch 2, batch 169] loss: 0.712
[epoch 2, batch 170] loss: 0.699
[epoch 2, batch 171] loss: 0.690
[epoch 2, batch 172] loss: 0.670
[epoch 2, batch 173] loss: 0.687
[epoch 2, batch 174] loss: 0.692
[epoch 2, batch 175] loss: 0.659
[epoch 2, batch 176] loss: 0.735
[epoch 2, batch 177] loss: 0.680
[epoch 2, batch 178] loss: 0.698
[epoch 2, batch 179] loss: 0.652
[epoch 2, batch 180] loss: 0.699
[epoch 2, batch 181] loss: 0.683
[epoch 2, batch 182] loss: 0.763
[epoch 2, batch 183] loss: 0.708
[epoch 2, batch 184] loss: 0.650
[epoch 2, batch 185] loss: 0.677
[epoch 2, batch 186] loss: 0.710
[epoch 2, batch 187] loss: 0.707
[epoch 2, batch 188] loss: 0.707
[epoch 2, batch 189] loss: 0.684
[epoch 2, batch 190] loss: 0.693
[epoch 2, batch 191] loss: 0.691
[epoch 2, batch 192] loss: 0.674
[epoch 2, batch 193] loss: 0.698
[epoch 2, batch 194] loss: 0.678
[epoch 2, batch 195] loss: 0.714
[epoch 2, batch 196] loss: 0.746
[epoch 2, batch 197] loss: 0.708
[epoch 2, batch 198] loss: 0.673
[epoch 2, batch 199] loss: 0.727
[epoch 2, batch 200] loss: 0.678
[epoch 2, batch 201] loss: 0.704
[epoch 2, batch 202] loss: 0.694
[epoch 2, batch 203] loss: 0.682
[epoch 2, batch 204] loss: 0.689
[epoch 2, batch 205] loss: 0.700
[epoch 2, batch 206] loss: 0.709
